市区町村,,1983年,1984年,1985年,1986年,1987年,1988年,1989年,1990年,1991年,1992年,1993年,1994年,1995年,1996年,1997年,1998年,1999年,2000年,2001年,2002年,2003年,2004年,2005年,2006年,2007年,2008年,2009年,2010年,2011年,2012年,2013年,2014年,2015年,2016年,2017年,2018年,2019年,2020年,2021年,2022年
東京都新宿区北新宿1-12-12,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"920,000","860,000","815,000","795,000","795,000","859,000","1,040,000","926,000","845,000","815,000","805,000","800,000","812,000","840,000","868,000","900,000","940,000","990,000","1,040,000","1,020,000","1,050,000"
東京都新宿区西新宿4-16-2,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"765,000","719,000","699,000","687,000","689,000","748,000","895,000","801,000","726,000","702,000","694,000","690,000","715,000","737,000","765,000","793,000","850,000","920,000","997,000","984,000","999,000"
東京都新宿区西早稲田1-23-15,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"750,000","771,000","801,000","873,000","943,000","933,000","952,000"
東京都新宿区高田馬場3丁目161番8,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,090,000","1,030,000","999,000","985,000","993,000","1,100,000","1,290,000","1,150,000","1,050,000","1,030,000","1,010,000","1,000,000","1,030,000","1,060,000","1,100,000","1,140,000","1,200,000","1,280,000","1,360,000","1,330,000","1,330,000"
東京都新宿区住吉町8-25,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"920,000","889,000","873,000","865,000","878,000","960,000","1,140,000","1,020,000","920,000","907,000","902,000","900,000","917,000","935,000","963,000","990,000","1,030,000","1,100,000","1,170,000","1,150,000","1,170,000"
東京都新宿区信濃町8番16外,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,930,000","2,000,000","2,190,000","2,380,000","2,340,000","2,350,000"
東京都新宿区神楽坂6丁目64番,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,430,000","1,510,000","1,650,000","1,850,000","1,800,000","1,820,000"
東京都新宿区西新宿4-4-15,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,050,000","2,140,000","2,290,000","2,500,000","2,480,000","2,520,000"
東京都新宿区新宿2-10-6,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,150,000","2,250,000","2,370,000","2,490,000","2,390,000","2,390,000"
東京都新宿区市谷本村町2-5,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,000,000","2,100,000","2,240,000","2,400,000","2,350,000","2,360,000"
